Nitrogen,pHospHorus,Kalium,pH Tanah,Soil Moisture,Fuzzy Output,Label Fuzzy
36,43,24,3.510404312,43.65305437,0.823809127,S3
22,44,24,6.030447288,56.32938343,0.823809127,S3
17,43,22,5.498340808,45.90067655,0.823567624,S3
8,45,15,4.61136408,60.9835384,0.823170168,S3
7,56,23,5.545219232,40.00933429,0.823809127,S3
36,57,16,8.292875734,57.14218792,0.823809127,S3
11,45,19,3.828031463,44.359648,0.823809127,S3
6,36,22,8.869532817,59.79236306,0.823809127,S3
17,57,20,3.793575185,45.20094476,0.823809127,S3
4,47,20,4.193189124,64.95585424,0.823809127,S3
9,49,16,7.661537348,41.36561835,0.823809127,S3
25,51,24,9.392694614,61.66852372,0.823809127,S3
36,44,21,4.516154055,51.33189406,0.823809127,S3
21,38,20,5.794289715,63.56791363,0.823809127,S3
37,57,20,7.354286985,44.82069159,0.823809127,S3
32,48,18,5.993513566,56.40226277,0.823809127,S3
29,44,20,8.620107545,63.56222995,0.823809127,S3
25,51,18,9.45949344,54.82130787,0.823809127,S3
10,44,24,8.0344125,43.02151392,0.823809127,S3
23,35,18,5.414492777,47.36534833,0.82299374,S3
9,60,23,6.276004336,57.17377029,0.823809127,S3
3,58,21,9.160691747,46.82652785,0.823809127,S3
22,42,22,7.887658711,56.96640758,0.823809127,S3
12,39,21,8.183844843,62.85948245,0.822595499,S3
39,36,22,9.072011412,60.50320928,0.823809127,S3
32,41,16,7.702287236,61.39451307,0.823809127,S3
30,41,15,5.88509677,44.17085032,0.823809127,S3
19,36,22,6.16496284,58.55363573,0.823809127,S3
4,46,15,3.504752314,62.40392519,0.823809127,S3
21,39,20,7.388007483,52.3003173,0.823809127,S3
35,57,25,8.340398059,42.26206161,0.823809127,S3
22,55,24,8.66077954,57.30636014,0.823809127,S3
35,51,17,3.558822825,49.84213387,0.823809127,S3
17,56,17,5.9565851,45.41393636,0.823809127,S3
28,57,17,9.416003106,61.58245338,0.823809127,S3
22,36,16,8.18422855,50.77148138,0.822624369,S3
11,41,19,5.131779302,41.81420849,0.823809127,S3
38,38,18,6.294130313,61.18749126,0.823809127,S3
23,37,24,7.991902443,44.2252605,0.823809127,S3
25,35,20,8.923095695,43.35365671,0.823809127,S3
40,45,20,6.878498176,57.69622912,0.822545813,S3
23,58,19,5.243634849,58.25204566,0.823809127,S3
2,56,23,7.550090941,59.79023382,0.823809127,S3
3,56,17,8.709291688,53.50567601,0.823809127,S3
26,51,25,7.792508068,52.62741529,0.823809127,S3
39,42,20,8.055908858,61.25353851,0.823809127,S3
27,59,20,4.397698806,52.60950014,0.823809127,S3
24,45,19,5.952384957,48.8246387,0.823809127,S3
7,40,17,8.532078733,40.92604945,0.823809127,S3
15,45,23,7.224193642,61.43378674,0.823809127,S3
26,52,23,4.931890506,49.60384796,0.818634925,S3
20,45,16,4.626212446,54.61813464,0.822331356,S3
34,54,24,5.026003659,41.55934359,0.823809127,S3
19,51,25,3.5253661,48.23991436,0.823809127,S3
29,41,21,8.86979671,62.84916863,0.823809127,S3
20,50,22,9.406887533,46.42693735,0.823809127,S3
11,40,23,5.80428611,63.04749127,0.823809127,S3
15,54,15,8.35495812,57.03184356,0.823809127,S3
35,55,22,8.634929739,52.62696801,0.823809127,S3
9,59,25,7.699200949,60.16299493,0.823809127,S3
40,45,18,5.261285926,55.20522037,0.822545813,S3
35,38,19,9.112771682,63.18180319,0.823809127,S3
14,58,17,4.605700542,59.96664731,0.8234887,S3
40,55,18,7.115994051,40.5926071,0.822545813,S3
18,36,23,7.214078621,53.76623369,0.823809127,S3
35,52,15,9.93509073,61.14754363,0.803227179,S3
4,59,22,8.914074888,49.00323081,0.823809127,S3
22,51,16,8.639586199,61.34900107,0.823809127,S3
33,47,17,8.621514073,48.27531965,0.823809127,S3
2,51,17,5.838508699,45.96341933,0.823809127,S3
16,51,21,3.532008668,49.9767522,0.823809127,S3
19,55,20,7.18530147,87.80507732,0.823809127,S3
8,54,20,7.034214276,80.77275974,0.823809127,S3
36,55,20,6.635968698,84.34262707,0.823809127,S3
10,56,16,6.828187499,81.04554836,0.823809127,S3
22,56,17,6.89077995,87.32761241,0.823809127,S3
9,57,24,7.165121109,89.71503316,0.819747814,S3
34,59,23,6.935804256,83.24855855,0.823809127,S3
31,51,25,7.196774236,85.5701901,0.823809127,S3
31,49,18,6.990095452,87.93598094,0.823809127,S3
21,39,20,7.064782138,82.1193047,0.823809127,S3
28,35,22,7.156563094,86.73346018,0.823809127,S3
17,52,17,6.364967184,86.45147631,0.823809127,S3
24,42,23,6.428054409,82.35916228,0.823809127,S3
28,46,16,6.664187809,84.96089355,0.823809127,S3
21,38,21,6.637677489,86.45193297,0.823809127,S3
34,60,25,6.79385576,85.16906976,0.823809127,S3
19,53,22,6.852884643,80.4513142,0.823809127,S3
31,58,15,7.121571293,84.96771717,0.823809127,S3
19,35,24,6.883308033,83.64274107,0.823809127,S3
24,53,17,6.421271178,89.07866095,0.823360612,S3
13,47,20,6.54450214,87.93724219,0.823809127,S3
31,53,16,6.452006451,85.81675947,0.823809127,S3
28,45,23,6.489259136,80.29868321,0.823809127,S3
31,37,21,6.713410626,86.404241,0.823809127,S3
33,60,15,6.510840928,81.67085323,0.823809127,S3
34,45,21,6.287380117,82.60629652,0.823809127,S3
13,57,25,6.86308576,86.20681554,0.823809127,S3
33,57,17,6.78415271,88.71782287,0.823809127,S3
32,57,22,6.769415888,87.50436797,0.823809127,S3
23,59,25,6.320768488,88.73100226,0.823809127,S3
35,41,18,6.705008504,81.59200689,0.823809127,S3
6,48,24,6.790736339,84.61431076,0.823809127,S3
29,36,25,7.130278657,88.4393979,0.823809127,S3
4,36,22,7.012740397,86.13316408,0.823809127,S3
10,59,22,7.155685016,86.99495766,0.823809127,S3
14,48,21,6.991242362,84.80084105,0.823809127,S3
8,50,21,6.218923893,89.1148059,0.823163597,S3
20,40,15,7.199495368,88.07505524,0.823809127,S3
36,43,22,6.389882166,87.16679147,0.823809127,S3
14,57,15,6.623438282,83.14796296,0.823809127,S3
11,60,23,7.033012777,88.50229102,0.823809127,S3
10,59,15,6.32400451,89.30428305,0.822092512,S3
7,60,25,6.397636709,82.76020821,0.823809127,S3
2,47,15,6.401455706,85.99127934,0.823809127,S3
20,45,22,6.904587016,89.9939693,0.818138096,S3
2,39,15,6.478557136,82.9116472,0.823809127,S3
27,40,24,7.063022095,89.99615558,0.81812541,S3
35,48,15,6.981758362,87.4512669,0.823809127,S3
4,59,25,6.227134139,81.94268594,0.823809127,S3
1,48,24,6.232836962,85.60472562,0.823809127,S3
36,43,21,7.140437859,84.8593608,0.823809127,S3
11,46,24,6.459252023,89.80650642,0.819221175,S3
34,47,19,6.568795404,85.44815232,0.823809127,S3
21,44,18,7.12851089,86.89934108,0.823809127,S3
17,58,20,6.42937879,85.91625451,0.823809127,S3
25,40,21,6.248900919,81.13903037,0.823809127,S3
2,38,18,6.619891498,89.92908171,0.818513373,S3
9,48,20,6.377568542,84.28187572,0.823809127,S3
37,49,25,6.415459592,85.85384444,0.823809127,S3
36,38,15,6.320662012,87.59810657,0.823809127,S3
40,58,15,6.978400282,87.60890009,0.822545813,S3
30,44,16,6.442335593,82.89166381,0.823809127,S3
1,59,23,7.184398832,87.17649,0.823809127,S3
9,48,22,6.402926221,87.09979549,0.823809127,S3
14,41,17,7.085982325,88.48312598,0.823809127,S3
35,52,19,6.698574085,89.89593328,0.818704977,S3
31,48,17,6.594739424,86.94206817,0.823809127,S3
4,41,20,6.647965508,83.8001509,0.823809127,S3
30,37,25,7.120032489,80.14487166,0.823809127,S3
9,35,20,6.91380932,80.98004661,0.823809127,S3
20,41,20,7.073048264,89.4875022,0.821050224,S3
37,50,23,6.5304707,88.48587386,0.823809127,S3
34,35,21,6.684381357,82.67639542,0.823809127,S3
14,37,15,6.581351374,83.97586797,0.823809127,S3
23,39,22,6.86483915,81.97952224,0.823809127,S3
5,45,21,6.487124217,88.00989267,0.823809127,S3
22,37,20,6.605733068,86.49366929,0.823809127,S3
40,51,17,6.860602782,86.12194568,0.822545813,S3
27,56,20,6.41874299,87.11497805,0.823809127,S3
31,40,22,6.365513634,86.16063492,0.823809127,S3
38,36,21,6.556372966,84.8845732,0.823809127,S3
6,37,17,6.760694228,80.35005927,0.823809127,S3
6,47,18,6.715276663,80.28038146,0.823809127,S3
24,44,17,6.666380512,80.03499648,0.823809127,S3
25,59,19,6.626629798,83.6869203,0.823809127,S3
32,56,21,6.702772465,88.66663953,0.823809127,S3
8,45,18,7.011030515,85.42058715,0.823809127,S3
19,39,17,6.890156495,81.8009244,0.823809127,S3
39,37,15,6.821747052,83.78911515,0.823809127,S3
33,37,19,7.183189922,86.5543196,0.823809127,S3
26,54,17,6.27258822,88.9570454,0.823809127,S3
21,51,15,6.679127482,89.1886954,0.822746746,S3
22,54,20,6.689825155,83.63802195,0.823809127,S3
29,45,16,6.583381939,87.91332682,0.823809127,S3
4,40,21,6.725551062,80.45744422,0.823809127,S3
10,37,22,7.069747814,89.12760359,0.823091204,S3
4,44,19,6.921993878,83.52706038,0.823809127,S3
20,45,17,6.770955317,83.69659318,0.823809127,S3
23,45,23,6.983130466,86.69133979,0.823809127,S3
25,48,21,6.267684328,83.48991368,0.823809127,S3
56,79,15,7.454532137,63.19915325,0.5,S2
25,62,21,7.040056094,68.13999721,0.823809127,S3
42,61,22,7.418650668,62.28814857,0.757317771,S3
42,73,25,6.501869314,67.21113844,0.757317771,S3
44,58,18,6.814410928,65.06601664,0.693684092,S2
50,55,16,7.581442888,65.33538112,0.501574614,S2
35,72,21,7.741418772,64.28791388,0.823809127,S3
30,64,20,6.573531614,61.57072498,0.823809127,S3
27,64,21,7.543804223,68.68401492,0.823809127,S3
50,74,17,6.5408208,63.36085585,0.501574614,S2
39,73,24,7.22405917,61.18235808,0.823809127,S3
57,67,25,7.551364319,66.61452812,0.5,S2
52,63,19,6.928898659,68.32176769,0.5,S2
55,66,22,7.747775263,68.79427388,0.5,S2
51,56,18,6.706505915,64.2097765,0.5,S2
36,66,15,6.668238556,69.34811988,0.823809127,S3
59,55,19,7.332375138,62.51007687,0.5,S2
50,58,23,7.596802025,62.50460464,0.501574614,S2
30,65,25,7.70650895,64.59457409,0.823809127,S3
20,62,18,7.366542647,64.98742947,0.823809127,S3
58,71,15,6.919243702,67.5861883,0.5,S2
25,71,24,7.187721818,60.44848407,0.823809127,S3
52,71,16,7.075886472,68.53997144,0.5,S2
40,63,18,6.74441168,67.66323804,0.822545813,S3
20,60,25,6.726469088,69.09047809,0.823809127,S3
48,61,21,6.628264883,61.69295127,0.56725367,S2
49,68,22,7.127064207,61.53278622,0.53424341,S2
48,62,15,7.538631462,66.6379724,0.56725367,S2
32,66,17,7.162357641,65.26774011,0.823809127,S3
21,63,22,6.859409487,67.72837887,0.823809127,S3
20,72,19,7.397190844,64.34848735,0.823809127,S3
25,65,21,6.880245789,68.59232289,0.823809127,S3
41,78,21,6.581313137,60.37332688,0.790085526,S3
53,67,17,7.296972161,69.01852894,0.5,S2
39,60,21,6.97297656,63.59948557,0.823809127,S3
25,76,17,7.241148507,68.63525428,0.823809127,S3
21,78,19,6.92009048,66.76017239,0.823809127,S3
57,60,17,7.504608385,67.88521396,0.5,S2
56,75,15,7.152272256,60.06534859,0.5,S2
49,72,15,7.137004749,67.83563765,0.53424341,S2
24,80,19,6.808041722,69.0854554,0.823809127,S3
49,76,18,7.393631868,67.7017527,0.53424341,S2
28,68,19,7.69950698,61.38597868,0.823809127,S3
55,78,21,6.602888249,62.93692886,0.5,S2
50,64,25,6.734447425,63.37230676,0.501574614,S2
34,80,19,6.521217963,63.0563645,0.823809127,S3
20,68,23,7.707332484,63.95425534,0.823809127,S3
55,67,16,6.596719015,69.69366426,0.5,S2
23,70,15,7.403623355,63.11296779,0.823809127,S3
53,74,15,7.517097,64.94329356,0.5,S2
26,67,16,7.17620823,67.90577375,0.823809127,S3
33,80,22,6.593961761,65.71765781,0.823809127,S3
37,79,19,7.143942758,69.3478631,0.823809127,S3
33,75,21,6.690655045,68.93875631,0.823809127,S3
22,55,20,7.423530351,69.96100028,0.823809127,S3
20,68,17,6.578714843,60.11680815,0.823809127,S3
43,68,20,7.497469256,66.17587668,0.725262731,S3
44,76,22,7.775306272,68.01232937,0.693684092,S2
34,60,16,7.322555223,64.24992106,0.823809127,S3
21,72,17,7.580527339,66.55723677,0.823809127,S3
25,68,19,7.108450121,64.25510719,0.823809127,S3
41,62,15,7.358974541,64.14928485,0.790085526,S3
28,65,23,7.405176138,61.88871127,0.823809127,S3
35,64,15,6.500144962,63.53604453,0.823809127,S3
52,58,16,7.167435834,61.14508627,0.5,S2
58,75,25,7.261791753,61.36669662,0.5,S2
34,66,19,7.586642101,60.18122078,0.823809127,S3
52,70,16,7.534811833,66.60416867,0.5,S2
23,57,19,7.251000789,67.99803573,0.823809127,S3
42,58,25,6.513620918,62.90020977,0.757317771,S3
37,62,17,7.121254928,69.84354028,0.823809127,S3
44,75,22,7.574561547,64.14800537,0.693684092,S2
21,80,20,7.350869792,68.27085245,0.823809127,S3
56,76,16,7.513151076,61.18956161,0.5,S2
29,76,15,7.025607706,64.2020154,0.823809127,S3
43,61,20,6.804253866,61.61367264,0.725262731,S3
55,60,15,7.163043872,68.77994074,0.5,S2
44,63,15,7.338929556,64.51136845,0.693684092,S2
29,67,21,6.621323612,63.38789228,0.823809127,S3
47,63,16,6.661870999,67.10464369,0.599400907,S2
40,68,17,7.733149554,65.14877461,0.822545813,S3
58,61,15,7.402891666,64.23364112,0.5,S2
41,74,18,6.599147298,61.02701476,0.790085526,S3
58,79,17,7.04174124,66.10123083,0.5,S2
27,62,24,7.353876754,66.770943,0.823809127,S3
27,60,17,7.026795359,63.64698302,0.823809127,S3
52,65,20,6.814301033,66.15665137,0.5,S2
44,55,25,7.42160832,65.91359954,0.693684092,S2
21,62,24,6.847382891,62.73317204,0.823809127,S3
60,59,22,7.191522601,66.74217464,0.5,S2
33,77,21,7.01285529,65.62971858,0.823809127,S3
59,58,17,7.368318809,66.31394098,0.5,S2
29,63,17,7.26154329,67.88811637,0.823809127,S3
59,63,18,6.52669158,60.13263713,0.5,S2
29,70,15,6.872594461,63.54718862,0.823809127,S3
58,73,16,6.874142175,65.67718163,0.5,S2
55,77,22,7.76061831,62.99303471,0.5,S2
42,79,23,6.781841984,63.29103387,0.757317771,S3
44,77,21,7.326980454,61.3009051,0.693684092,S2
38,62,25,7.453975408,67.77954584,0.823809127,S3
32,76,15,7.604110177,63.49802189,0.823809127,S3
13,61,22,7.728832424,63.27771461,0.823809127,S3
38,60,20,7.491217102,60.63872613,0.823809127,S3
11,74,17,6.633864582,69.92375891,0.823809127,S3
37,71,16,7.324863481,68.51966729,0.823809127,S3
29,71,18,6.410441476,62.13873825,0.823809127,S3
2,72,18,7.836719564,60.97876599,0.823809127,S3
6,59,21,6.139215944,66.14007674,0.823809127,S3
13,64,20,6.590571088,62.57526895,0.823809127,S3
8,58,17,7.286049978,69.15640149,0.823809127,S3
6,77,20,6.058306161,60.2816298,0.823809127,S3
2,75,22,6.658605362,61.78779413,0.823809127,S3
3,69,23,7.299360767,63.18832976,0.823809127,S3
27,80,24,7.815210661,61.77336343,0.823809127,S3
39,78,15,5.925391795,62.60136323,0.823809127,S3
40,79,17,6.403683619,63.18738532,0.822545813,S3
37,62,22,7.397546271,61.62313345,0.823809127,S3
31,60,24,7.722335992,65.8567539,0.823809127,S3
22,67,22,7.475926645,64.49166566,0.823809127,S3
3,78,18,6.887130053,68.65257685,0.823809127,S3
4,80,16,7.441976825,68.01965728,0.823809127,S3
13,61,24,7.629910253,69.6897615,0.823809127,S3
12,66,20,7.336117221,63.41785982,0.823809127,S3
4,61,21,6.75020529,60.09116626,0.823809127,S3
9,60,21,7.52178027,67.31323084,0.823809127,S3
18,66,22,6.347379185,67.55109024,0.823809127,S3
32,56,18,7.135251532,65.84395319,0.823809127,S3
6,72,15,7.670178119,66.70897237,0.823809127,S3
15,77,20,7.399749291,66.92642362,0.823809127,S3
20,65,24,7.841496029,62.44616219,0.823809127,S3
30,79,22,6.254216611,69.48515056,0.823809127,S3
3,63,16,6.868881708,61.18458224,0.823809127,S3
2,78,23,7.320514721,66.43934593,0.823809127,S3
10,78,18,6.296976913,62.70637578,0.823809127,S3
14,67,25,7.241151936,60.85993533,0.823809127,S3
39,65,23,7.685959305,69.12613376,0.823809127,S3
19,72,15,6.890760124,69.76112921,0.823809127,S3
18,57,21,6.155915975,63.93927841,0.823809127,S3
31,58,15,6.167855382,60.19461399,0.823809127,S3
28,58,25,6.861640036,62.04814951,0.823809127,S3
5,65,19,6.978361689,68.10365387,0.823809127,S3
16,65,19,7.043160241,69.29786244,0.823809127,S3
34,65,19,5.94239222,63.22011726,0.823809127,S3
14,69,19,7.239455147,63.68128841,0.823809127,S3
22,55,16,6.516317561,68.03209183,0.823809127,S3
24,61,17,6.233269045,65.44544859,0.823809127,S3
2,79,15,7.505283615,65.47227704,0.823809127,S3
26,63,17,6.950300686,65.73085206,0.823809127,S3
27,61,15,6.958054839,67.10004577,0.823809127,S3
24,70,16,6.54803469,68.93307305,0.823809127,S3
13,74,25,6.461618577,61.09533545,0.823809127,S3
6,64,23,7.065264073,67.40460704,0.823809127,S3
12,58,23,6.765091462,63.39503184,0.823809127,S3
32,79,22,5.91645379,63.46170674,0.823809127,S3
6,68,18,6.711341147,62.50453062,0.823809127,S3
10,79,20,6.379881442,66.895409,0.823809127,S3
38,77,22,6.313284268,69.3159965,0.823809127,S3
17,74,17,7.393210848,69.55863145,0.823809127,S3
26,68,24,7.504930973,64.07691942,0.823809127,S3
23,75,17,7.198076286,64.00213929,0.823809127,S3
32,78,22,7.007037515,62.35557553,0.823809127,S3
19,79,19,6.677262562,67.76252583,0.823809127,S3
22,60,18,6.74398035,61.28633405,0.823809127,S3
28,69,16,6.547361618,66.29327012,0.823809127,S3
1,67,21,6.551577598,60.53657684,0.823809127,S3
12,67,23,6.585020303,63.14909763,0.823809127,S3
36,67,20,6.924042372,60.47528931,0.823809127,S3
28,70,21,7.437373666,60.4989659,0.823809127,S3
12,71,19,7.142611056,60.71367427,0.823809127,S3
22,68,16,7.74672376,63.20915034,0.823809127,S3
26,66,22,6.300479414,65.1034354,0.823809127,S3
16,65,16,6.078724107,62.45851612,0.823809127,S3
14,59,22,6.76660668,67.89815262,0.823809127,S3
33,59,19,7.641024177,62.74710773,0.823809127,S3
21,63,17,6.559681838,68.17543102,0.823809127,S3
15,69,21,7.072923306,61.88321072,0.823809127,S3
10,75,17,7.732194788,68.05394959,0.823809127,S3
30,61,18,6.157782589,67.02664337,0.823809127,S3
32,74,17,7.240988401,64.50515776,0.823809127,S3
35,74,22,6.898905799,62.96841833,0.823809127,S3
7,63,24,6.818681086,64.45268309,0.823809127,S3
9,56,17,6.261937875,66.7729209,0.823809127,S3
14,74,15,6.493036868,65.57653373,0.823809127,S3
14,76,20,7.042474679,62.10652364,0.823809127,S3
36,65,16,7.692013657,64.1123333,0.823809127,S3
28,67,21,6.250994223,63.73086065,0.823809127,S3
28,79,16,6.052184881,60.26854183,0.823809127,S3
40,61,22,7.002216044,65.8108757,0.822545813,S3
10,70,19,7.272427638,68.98088448,0.823809127,S3
12,80,19,5.962001484,65.21662467,0.823809127,S3
37,77,20,7.080506001,68.70533022,0.823809127,S3
35,67,22,6.593798387,69.4073209,0.823809127,S3
7,73,25,7.28805662,63.13215259,0.823809127,S3
10,56,18,7.32710972,68.6428593,0.823809127,S3
39,70,15,6.366355781,63.90164154,0.823809127,S3
26,56,22,7.011121216,60.424786,0.823809127,S3
9,77,17,6.280725549,63.58337146,0.823809127,S3
4,59,19,7.621494566,67.62779652,0.823809127,S3
34,73,15,7.630424083,63.83179889,0.823809127,S3
33,77,15,7.802212437,66.32102048,0.823809127,S3
2,24,38,5.922935513,91.63536236,0.808402097,S3
6,18,37,5.937649578,89.93701023,0.818467518,S3
8,26,36,6.804781106,87.4024767,0.823809127,S3
37,18,39,6.424670614,94.5110662,0.820109633,S3
35,27,38,6.738016221,89.90147027,0.818673227,S3
31,25,38,6.497366677,92.40501423,0.803694097,S3
21,21,38,6.327673765,89.3259486,0.821969462,S3
6,30,40,6.36137446,91.45498527,0.809491414,S3
25,27,41,6.923509371,94.27659596,0.818308372,S3
15,11,38,6.630646083,92.68328358,0.805636959,S3
14,5,36,5.832525853,85.19098079,0.823809127,S3
16,10,41,6.738993954,85.63608688,0.823809127,S3
36,7,37,5.782435567,86.35590206,0.823809127,S3
4,20,41,6.537042717,93.7974061,0.814573691,S3
29,22,40,6.145104401,89.73266695,0.819645884,S3
16,15,42,6.890784045,89.08935702,0.823306591,S3
18,27,41,7.175344328,92.30882391,0.804287532,S3
11,18,42,5.938528744,94.88267728,0.82292889,S3
5,15,38,5.709380472,88.16779129,0.823809127,S3
18,23,44,6.184400085,89.61794165,0.820304561,S3
9,8,40,6.553509673,89.9224883,0.818551778,S3
40,27,45,5.885638185,94.79397419,0.822260244,S3
22,23,44,6.143874691,89.31505137,0.822031511,S3
9,16,39,6.101198974,91.11927248,0.811509535,S3
12,29,40,6.594037135,89.75272999,0.819531086,S3
5,17,42,6.859840821,91.19442671,0.811059626,S3
2,21,44,6.56893406,87.31290342,0.823809127,S3
28,6,40,6.769855664,91.34039616,0.810182486,S3
8,23,44,7.130837931,89.68919664,0.819895825,S3
29,16,36,5.740338002,88.92944254,0.823809127,S3
17,18,43,5.843005428,90.83687246,0.813192526,S3
34,21,42,6.648687274,89.93457597,0.818481468,S3
21,23,42,6.902751061,90.29751796,0.816370404,S3
25,17,40,6.608023872,87.74938524,0.823809127,S3
8,25,36,6.828522375,94.95031368,0.823436933,S3
26,18,42,6.910374919,89.64934166,0.820124502,S3
4,19,42,6.306605528,87.84034604,0.823809127,S3
36,24,41,7.009180374,94.25702672,0.818157435,S3
5,24,40,6.297907579,93.87030088,0.815146358,S3
19,17,39,6.728599215,85.56083187,0.823809127,S3
39,30,38,6.965156738,87.59629625,0.823809127,S3
5,29,44,5.578095745,93.0569505,0.808672356,S3
4,24,43,7.199504273,88.1508343,0.823809127,S3
38,21,35,5.841367187,89.38003827,0.821662295,S3
37,11,36,6.710143266,85.56033312,0.823809127,S3
9,25,41,5.972714857,91.90842992,0.806741552,S3
29,22,43,5.561851831,87.95158129,0.823809127,S3
5,21,38,6.107054808,90.3396556,0.816123946,S3
22,26,38,6.988035315,85.12912161,0.823809127,S3
4,18,37,7.13147457,85.40695044,0.823809127,S3
21,6,41,7.086947687,89.39686219,0.8215668,S3
29,21,45,6.749260456,93.13277,0.809282765,S3
23,5,44,7.16300467,94.26304717,0.818203781,S3
13,7,43,7.013481515,91.12282162,0.811488161,S3
5,13,37,5.648243649,89.7870345,0.819333583,S3
27,24,41,6.610251186,90.88292835,0.81291874,S3
7,23,35,7.054313823,88.71691157,0.823809127,S3
12,20,39,6.026999326,86.19740917,0.823809127,S3
4,19,43,5.779427402,93.14554876,0.809386473,S3
3,9,45,6.535244251,89.61850203,0.820301373,S3
1,27,36,5.684995235,93.34236582,0.810964412,S3
23,30,44,6.12476108,85.42912869,0.823809127,S3
24,21,42,6.999014379,87.22815682,0.823809127,S3
13,30,37,6.277148771,91.61793636,0.808506536,S3
40,11,44,6.322396027,86.10874614,0.822545813,S3
21,9,40,5.956401828,90.64498715,0.814328497,S3
3,27,44,6.591302797,92.03009222,0.805998406,S3
40,29,42,7.104094929,89.01574455,0.822492944,S3
14,25,40,6.407872061,90.97819712,0.812351251,S3
38,14,37,6.658402594,94.63612858,0.82106366,S3
34,9,36,6.276038961,86.34233767,0.823809127,S3
32,14,37,6.825256236,88.48567856,0.823809127,S3
18,21,35,6.368560522,94.94330457,0.82338438,S3
8,23,38,7.005410734,87.1775172,0.823809127,S3
15,6,41,6.897368477,88.83768149,0.823809127,S3
17,5,36,6.152906502,90.88612388,0.812899571,S3
22,9,44,5.744361602,88.87651295,0.823809127,S3
14,8,43,7.051654924,94.46485312,0.819756463,S3
31,11,45,6.034612928,86.88738076,0.823809127,S3
39,17,45,6.924490731,90.42177379,0.815642662,S3
10,5,42,6.887005997,91.08706822,0.811701685,S3
8,28,38,6.8444019,94.42971362,0.819486974,S3
32,13,42,5.786058032,92.97527546,0.808011303,S3
18,9,40,5.627186257,89.02127045,0.823647864,S3
20,27,41,5.700088663,92.51675903,0.80427441,S3
39,25,36,5.567805185,94.99897537,0.823773,S3
20,7,45,6.077886012,89.24126808,0.822449439,S3
11,10,45,6.397995609,88.45577158,0.823809127,S3
40,18,43,5.767372539,86.79058496,0.822545813,S3
3,26,39,7.079973241,91.19431555,0.811060292,S3
9,16,36,5.893332378,92.93386903,0.807676978,S3
30,20,38,7.058222596,93.16343942,0.809529682,S3
40,9,41,5.78270695,85.4017118,0.822545813,S3
40,30,35,6.269663963,91.07776977,0.809557873,S3
32,25,35,5.892913826,85.70786282,0.823809127,S3
33,23,45,7.116538883,85.83618191,0.823809127,S3
4,14,41,6.430163481,89.80732335,0.819216432,S3
13,17,45,7.159520979,92.65058936,0.805368957,S3
39,24,39,6.431265737,93.32657504,0.810838899,S3
8,28,37,6.082571701,86.20613842,0.823809127,S3
91,94,46,6.149934034,76.24900101,0.5,S2
105,95,50,5.849076099,83.67675197,0.337654396,S1
108,92,53,6.276800323,82.96221306,0.242682229,S1
86,76,54,5.926824754,80.11585705,0.5,S2
80,77,49,5.519088423,79.39654531,0.5,S2
93,94,53,6.079178788,84.42379269,0.5,S2
90,92,55,6.13465588,80.18546798,0.5,S2
108,89,53,5.808497604,78.06762846,0.242682229,S1
108,88,55,5.891458107,83.390039,0.242682229,S1
105,77,52,5.816622479,76.16151562,0.337654396,S1
118,88,52,5.843163161,82.68752542,0.176190873,S1
101,87,54,6.376756633,76.50045221,0.46575659,S2
95,75,50,5.623615687,75.26429821,0.5,S2
106,85,53,5.91505509,78.8086068,0.306315908,S1
86,95,49,6.458714879,78.04602887,0.5,S2
83,79,55,5.565028635,83.34688193,0.5,S2
85,95,47,6.211833161,78.3422098,0.5,S2
109,79,45,6.490074429,79.68542782,0.209914474,S1
100,76,45,5.590236025,75.94067692,0.497202377,S2
117,86,48,6.225225239,82.54195839,0.176190873,S1
114,94,53,6.190757459,76.8532006,0.176190873,S1
110,78,50,5.915568968,78.89864446,0.1791306,S1
94,70,48,6.195152442,84.88394407,0.5,S2
80,71,47,6.156373499,80.79783998,0.5,S2
114,79,51,6.313197204,82.34429458,0.176190873,S1
88,78,45,6.324270089,79.19588629,0.5,S2
112,73,48,5.707488987,77.32017166,0.236121418,S1
117,76,47,6.119216009,77.38229006,0.176190873,S1
111,87,48,5.571401169,81.36028902,0.289642656,S1
89,83,47,5.63127166,77.79586769,0.5,S2
93,91,47,6.101241579,83.31110751,0.5,S2
92,81,52,6.438137279,81.4654833,0.5,S2
105,74,45,6.098369122,81.38204104,0.337654396,S1
102,71,48,5.695267822,79.28693687,0.43274633,S2
94,91,51,5.618094446,76.67484233,0.5,S2
116,71,47,6.435785799,82.0638878,0.176190873,S1
117,79,49,6.176644228,82.36208097,0.176190873,S1
119,72,55,6.220643671,83.33983116,0.176190873,S1
99,73,53,5.871702211,81.06003778,0.5,S2
91,84,52,6.390741836,78.71024836,0.5,S2
80,90,47,6.21084479,79.35898915,0.5,S2
101,70,48,6.012696655,75.03193255,0.46575659,S2
108,89,53,5.908770059,80.18080728,0.242682229,S1
100,80,52,6.049801781,77.25629897,0.497202377,S2
109,91,53,6.010095853,83.51014178,0.209914474,S1
82,78,46,5.738678895,84.97323747,0.5,S2
106,70,55,5.74055541,78.52399914,0.306315908,S1
90,86,52,5.793260262,81.95580471,0.5,S2
83,95,50,5.50947065,77.79913575,0.5,S2
